StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_liable_AV_1,vB_mnfctr_liable_AV_1,vA_cntrfctl_AV_1,vB_cntrfctl_AV_1,avoid_AV_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_liable_1,vB_driver_liable_1,vB_mnfctr_liable_1,vA_cntrfctl_1,vB_cntrfctl_1,avoid_1,comp1,comp_accident,pol_affiliation_1,driving_ability_1,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,av_trust_1_1,av_trust_2_1,av_trust_3_1,av_trust_4_1,av_trust_5_1,FL_4_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO,moderators_DO,trust_scale_DO
2023-04-06 11:59:07,2023-04-06 11:59:07,2,,100,0,1,2023-04-06 11:59:07,R_aeDRagFOWpYNOZw,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:08,2023-04-06 11:59:08,2,,100,0,1,2023-04-06 11:59:08,R_7UnNYymSn5DB9Ii,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:08,2023-04-06 11:59:08,2,,100,0,1,2023-04-06 11:59:08,R_9EU9gA6zTB4RyiG,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:08,2023-04-06 11:59:08,2,,100,0,1,2023-04-06 11:59:08,R_8hUyS7AxL5gPgRE,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:09,2023-04-06 11:59:09,2,,100,0,1,2023-04-06 11:59:09,R_5mT9U68FRo93Oya,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:09,2023-04-06 11:59:09,2,,100,0,1,2023-04-06 11:59:09,R_ebKHJgAWyXOet8i,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:09,2023-04-06 11:59:09,2,,100,0,1,2023-04-06 11:59:09,R_eUQ9HGQFiD6UWDI,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:10,2023-04-06 11:59:10,2,,100,0,1,2023-04-06 11:59:10,R_dnWasRm7kQMIyto,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:10,2023-04-06 11:59:10,2,,100,0,1,2023-04-06 11:59:10,R_9S7L0OxkUPD1zzU,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:10,2023-04-06 11:59:10,2,,100,0,1,2023-04-06 11:59:10,R_bkeX4G8eOYBXz5c,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:10,2023-04-06 11:59:10,2,,100,0,1,2023-04-06 11:59:11,R_7QA2K18ubh3AeCG,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:11,2023-04-06 11:59:11,2,,100,0,1,2023-04-06 11:59:11,R_0e8OuGdlCqHmdX8,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:11,2023-04-06 11:59:11,2,,100,0,1,2023-04-06 11:59:11,R_0kPMeEZJivGzxS6,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:11,2023-04-06 11:59:12,2,,100,1,1,2023-04-06 11:59:12,R_4ZqfnmgIhwFosEm,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:12,2023-04-06 11:59:12,2,,100,0,1,2023-04-06 11:59:12,R_d0uBVX5Cje3eEke,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:12,2023-04-06 11:59:12,2,,100,0,1,2023-04-06 11:59:12,R_0vOsBnOS41jClJI,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:12,2023-04-06 11:59:12,2,,100,0,1,2023-04-06 11:59:13,R_eRKx8bNenpQmQWW,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:13,2023-04-06 11:59:13,2,,100,0,1,2023-04-06 11:59:13,R_cOv5SacZ3jqqvWe,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:13,2023-04-06 11:59:13,2,,100,0,1,2023-04-06 11:59:13,R_6XP1EWll9NeUWnc,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:14,2023-04-06 11:59:14,2,,100,0,1,2023-04-06 11:59:14,R_08OF9BICyXYZQiy,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:14,2023-04-06 11:59:14,2,,100,0,1,2023-04-06 11:59:14,R_brrvPYXlRBcObZ4,,,,,,,test,,1,2,2,2.96,6.24,3.14,48,1.29,6.56,7.89,50,41,50,51,53,48,,,,,,,,,,,,,,,1,1,83,75,5,3,,Proin volutpat dui accusamus et cursus vulputate. Velit convallis nec fermentum tortor magna.,1,,,,,,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability,
2023-04-06 11:59:14,2023-04-06 11:59:15,2,,100,1,1,2023-04-06 11:59:15,R_4Uu3KTaN0Vomz6m,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:15,2023-04-06 11:59:15,2,,100,0,1,2023-04-06 11:59:15,R_0xfqGHdNEmX0HK6,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:15,2023-04-06 11:59:15,2,,100,0,1,2023-04-06 11:59:15,R_0PR5HmL0SgG3SCO,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:15,2023-04-06 11:59:15,2,,100,0,1,2023-04-06 11:59:15,R_bOfLcOqAlmCCiGy,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:16,2023-04-06 11:59:16,2,,100,0,1,2023-04-06 11:59:16,R_5pgPhu6Dm7yF6C2,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:16,2023-04-06 11:59:16,2,,100,0,1,2023-04-06 11:59:16,R_esAyqF7173glRSC,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:16,2023-04-06 11:59:16,2,,100,0,1,2023-04-06 11:59:16,R_bfND2nwakIplElE,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:17,2023-04-06 11:59:17,2,,100,0,1,2023-04-06 11:59:17,R_cIlbohDp7VhqDdA,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:17,2023-04-06 11:59:17,2,,100,0,1,2023-04-06 11:59:17,R_0q9USPiaPslMJXU,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:17,2023-04-06 11:59:17,2,,100,0,1,2023-04-06 11:59:17,R_3IrSmTByjmoOvbM,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:18,2023-04-06 11:59:18,2,,100,0,1,2023-04-06 11:59:18,R_ahKtefNKQLVBU3A,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:18,2023-04-06 11:59:18,2,,100,0,1,2023-04-06 11:59:18,R_24VuXduiKrIPbwi,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:18,2023-04-06 11:59:18,2,,100,0,1,2023-04-06 11:59:18,R_40Lzr4F979wOnT8,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:18,2023-04-06 11:59:18,2,,100,0,1,2023-04-06 11:59:19,R_eu1ExbMDKWkqS9g,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:19,2023-04-06 11:59:19,2,,100,0,1,2023-04-06 11:59:19,R_9MkfQnne9lQR4x0,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:19,2023-04-06 11:59:19,2,,100,0,1,2023-04-06 11:59:19,R_6xpIKi5exOVeuYC,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:19,2023-04-06 11:59:19,2,,100,0,1,2023-04-06 11:59:19,R_cZ8U3dGt5iltz3o,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:20,2023-04-06 11:59:20,2,,100,0,1,2023-04-06 11:59:20,R_0DtlYVFGUsGLRfE,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:20,2023-04-06 11:59:20,2,,100,0,1,2023-04-06 11:59:20,R_4ZOyEwA7zfZU0R0,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:20,2023-04-06 11:59:20,2,,100,0,1,2023-04-06 11:59:20,R_5tAHAWAycuMtuyW,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:20,2023-04-06 11:59:21,2,,100,1,1,2023-04-06 11:59:21,R_8q9oAKjNWXLm7KC,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:21,2023-04-06 11:59:21,2,,100,0,1,2023-04-06 11:59:21,R_e2SnrUxX2U6dAUK,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:21,2023-04-06 11:59:21,2,,100,0,1,2023-04-06 11:59:21,R_0e36CTQ50NT6gL4,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:21,2023-04-06 11:59:22,2,,100,1,1,2023-04-06 11:59:22,R_0fbo6NFoWHFzCS2,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:22,2023-04-06 11:59:22,2,,100,0,1,2023-04-06 11:59:22,R_72sFfr8loYMm5AG,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:22,2023-04-06 11:59:22,2,,100,0,1,2023-04-06 11:59:22,R_39kfILDvCovQnQ2,,,,,,,test,,1,2,2,,,,,,,,,,,,,,0.63,4.87,3.39,2,2.24,6.89,5.34,50,46,77,65,61,98,59,1,2,30,89,99,2,,Aliquam pellentesque elementum vitae fermentum pharetra venenatis dictumst culpa. Odio in eu dolor luctus.,1,,,,,,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,driving_ability|pol_affiliation,
2023-04-06 11:59:23,2023-04-06 11:59:23,2,,100,0,1,2023-04-06 11:59:23,R_4NO5PH3iz0E5rIq,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:23,2023-04-06 11:59:23,2,,100,0,1,2023-04-06 11:59:23,R_bBf7QjF6SfX1XW6,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:23,2023-04-06 11:59:23,2,,100,0,1,2023-04-06 11:59:23,R_6zo9Lb0A0qCrXBs,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:24,2023-04-06 11:59:24,2,,100,0,1,2023-04-06 11:59:24,R_6xr1pKdECTg4sCy,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:24,2023-04-06 11:59:24,2,,100,0,1,2023-04-06 11:59:24,R_0fHzxSLcK1UdSku,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:24,2023-04-06 11:59:24,2,,100,0,1,2023-04-06 11:59:24,R_bDvIqKciydXDfvM,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:25,2023-04-06 11:59:25,2,,100,0,1,2023-04-06 11:59:25,R_b7QOyfRCP2uQb1s,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:25,2023-04-06 11:59:25,2,,100,0,1,2023-04-06 11:59:25,R_0eVP6yXyutYtzRI,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:25,2023-04-06 11:59:25,2,,100,0,1,2023-04-06 11:59:25,R_79W77ECx5k0lIsS,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:26,2023-04-06 11:59:26,2,,100,0,1,2023-04-06 11:59:26,R_2aFxHk4lRLCTwdo,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:26,2023-04-06 11:59:26,2,,100,0,1,2023-04-06 11:59:26,R_9HVUtvMepDvX9no,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:26,2023-04-06 11:59:26,2,,100,0,1,2023-04-06 11:59:26,R_5BCDzTuBYaDelMi,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:27,2023-04-06 11:59:27,2,,100,0,1,2023-04-06 11:59:27,R_dbs1b1jUcJPSwN8,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:27,2023-04-06 11:59:27,2,,100,0,1,2023-04-06 11:59:27,R_9HO6vYBkiRNLIpg,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:27,2023-04-06 11:59:27,2,,100,0,1,2023-04-06 11:59:27,R_5hfkpe2sgXDhLZY,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:28,2023-04-06 11:59:28,2,,100,0,1,2023-04-06 11:59:28,R_ac9rTrO6o3IGwfk,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:28,2023-04-06 11:59:28,2,,100,0,1,2023-04-06 11:59:28,R_9prGO1HVLLsm6YS,,,,,,,test,,1,2,2,5.4,9.16,9.82,14,4.47,8.43,5.48,42,94,15,60,25,85,,,,,,,,,,,,,,,1,1,40,16,29,4,Porttitor! Aliquam? Cursus? Vel. Sapien elit auctor non tempus risus curabitur dapibus praesent phasellus.,Rutrum urna potenti cursus venenatis! Sagittis malesuada nulla malesuada tellus.,4,,,,,,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability,
2023-04-06 11:59:28,2023-04-06 11:59:28,2,,100,0,1,2023-04-06 11:59:28,R_8JkevwAzF1i1IR8,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:29,2023-04-06 11:59:29,2,,100,0,1,2023-04-06 11:59:29,R_ddmvKgOHzUSVOzI,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:29,2023-04-06 11:59:29,2,,100,0,1,2023-04-06 11:59:29,R_57s4hJiIbUxcApU,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:29,2023-04-06 11:59:29,2,,100,0,1,2023-04-06 11:59:29,R_0czbFV0tG8wGP3g,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:30,2023-04-06 11:59:30,2,,100,0,1,2023-04-06 11:59:30,R_3q66sS3RdTbwTMW,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:30,2023-04-06 11:59:30,2,,100,0,1,2023-04-06 11:59:30,R_9YmCVI88S13mH78,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:30,2023-04-06 11:59:30,2,,100,0,1,2023-04-06 11:59:30,R_2skMtV4HThDV9um,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:31,2023-04-06 11:59:31,2,,100,0,1,2023-04-06 11:59:31,R_3gtuGk10ALwFLjo,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:31,2023-04-06 11:59:31,2,,100,0,1,2023-04-06 11:59:31,R_2ukPdJ114bPMWeG,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:31,2023-04-06 11:59:31,2,,100,0,1,2023-04-06 11:59:31,R_eYgAdEYbrGOg52m,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:31,2023-04-06 11:59:31,2,,100,0,1,2023-04-06 11:59:32,R_5BVsUsdzy3DW9Rc,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:32,2023-04-06 11:59:32,2,,100,0,1,2023-04-06 11:59:32,R_e3adjYCBEdo8rvU,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:32,2023-04-06 11:59:32,2,,100,0,1,2023-04-06 11:59:32,R_aY44tsKtXdr80ho,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:32,2023-04-06 11:59:32,2,,100,0,1,2023-04-06 11:59:32,R_20kaVct5xYbUzY2,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:33,2023-04-06 11:59:33,2,,100,0,1,2023-04-06 11:59:33,R_e3eAcGkt1YzdMqO,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:33,2023-04-06 11:59:33,2,,100,0,1,2023-04-06 11:59:33,R_afrK2fQCyDJda0m,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:33,2023-04-06 11:59:33,2,,100,0,1,2023-04-06 11:59:33,R_3mbfBKEL5PcaViS,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:34,2023-04-06 11:59:34,2,,100,0,1,2023-04-06 11:59:34,R_39nYsx7qC0hOlwO,,,,,,,test,,1,2,2,,,,,,,,,,,,,,8.5,8.67,9.55,12,7.44,8.27,9.32,26,18,20,44,92,17,64,2,2,72,18,81,2,,Sapien eleifend? Tempor! Erat pede magna sit malesuada sit elementum.,3,,,,,,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,driving_ability|pol_affiliation,
2023-04-06 11:59:34,2023-04-06 11:59:34,2,,100,0,1,2023-04-06 11:59:34,R_4OpAnX4OvjyKVT0,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:34,2023-04-06 11:59:35,2,,100,1,1,2023-04-06 11:59:35,R_6RRqQQc78p3OnAO,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:35,2023-04-06 11:59:35,2,,100,0,1,2023-04-06 11:59:35,R_1BxUMypPKmerebs,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:35,2023-04-06 11:59:35,2,,100,0,1,2023-04-06 11:59:35,R_0NdYSLaASYtp1tQ,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:36,2023-04-06 11:59:36,2,,100,0,1,2023-04-06 11:59:36,R_d6Ezg3pUnrqK4Yu,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:36,2023-04-06 11:59:36,2,,100,0,1,2023-04-06 11:59:36,R_9X2KaZ5OX0rYuKq,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:36,2023-04-06 11:59:36,2,,100,0,1,2023-04-06 11:59:36,R_2aeJR0W5M3tXYCa,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:37,2023-04-06 11:59:37,2,,100,0,1,2023-04-06 11:59:37,R_dm91cI2r0ybxpwW,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:37,2023-04-06 11:59:37,2,,100,0,1,2023-04-06 11:59:37,R_bK688SA9ObEvHee,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:37,2023-04-06 11:59:37,2,,100,0,1,2023-04-06 11:59:37,R_6EBEeGySOCNz7Lg,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:37,2023-04-06 11:59:37,2,,100,0,1,2023-04-06 11:59:38,R_7OnxUkNnmvc4ZYa,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:38,2023-04-06 11:59:38,2,,100,0,1,2023-04-06 11:59:38,R_5jvSOTKREEGk6vI,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:38,2023-04-06 11:59:38,2,,100,0,1,2023-04-06 11:59:38,R_41uE0NvXlxQfk6q,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:38,2023-04-06 11:59:38,2,,100,0,1,2023-04-06 11:59:38,R_3FanpAVIF4Zonl4,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:39,2023-04-06 11:59:39,2,,100,0,1,2023-04-06 11:59:39,R_eb44bpsMafIzC9U,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:39,2023-04-06 11:59:39,2,,100,0,1,2023-04-06 11:59:39,R_cUaFinpkXLOWwPY,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 11:59:39,2023-04-06 11:59:39,2,,100,0,1,2023-04-06 11:59:39,R_7QWP0epFMUeCAXY,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
