StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,countf,countf_cat,countf_flag,vA_liable_AV_1,vB_mnfctr_liable_AV_1,avoid_AV_1,comp1,comp_accident,ai_familiarity_1,liab_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,questions_intro_DO,countf_DO,questions_1_DO,questions_2_DO
2023-06-01 04:28:04,2023-06-01 04:33:45,0,73.140.167.1,100,340,1,2023-06-01 04:33:45,R_VVTHr4nfPWTAHex,,,,,48.183,-122.1136,anonymous,EN,1,2,2,11.877,31.654,32.84,4,4.599,4.599,11.282,1,"If the human occupant of vehicle b had been driving a regular vehicle instead, then maybe they could've noticed that vehicle a wasnt slowing to a stop even though they were quickly approaching a stop sign, & couldve swerved out of the way or hit their brakes to miss vehicle a.",1,,100,0,0,1,1,0,70,2,,32,2,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-01 04:44:37,2023-06-01 04:48:18,0,172.56.28.58,100,220,1,2023-06-01 04:48:18,R_2WMxfyuSAIT7gRQ,,,,,39.952,-75.1649,anonymous,EN,1,2,2,2.017,17.504,18.193,5,2.79,4.279,11.266,2,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they may have seen the car coming at them.",1,,100,0,10,1,1,36,77,1,,40,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-01 04:45:07,2023-06-01 04:49:54,0,68.46.5.223,100,287,1,2023-06-01 04:49:55,R_3fxcWw5ZToD7fA9,,,,,44.9548,-93.1551,anonymous,EN,1,2,2,0,0,17.429,0,0,0,12.327,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they may have been able to speed up or swerve out of the way upon the approach of Vehicle A. They may have heard the other vehicle coming.",1,,66,70,58,1,1,60,60,2,,36,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-01 05:03:51,2023-06-01 05:09:33,0,68.229.219.78,100,342,1,2023-06-01 05:09:34,R_2WMcMHJI93IZakV,,,,,35.4971,-97.733,anonymous,EN,1,2,2,8.792,29.89,31.209,5,0,0,23.11,0,The accident may could have been avoided,1,,100,0,18,1,1,51,45,2,,38,3,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-01 05:10:24,2023-06-01 05:13:30,0,76.105.186.197,100,185,1,2023-06-01 05:13:30,R_2RQ6oFKKca4J7Nt,,,,,45.5173,-122.6398,anonymous,EN,1,2,2,5.532,23.432,24.564,3,0,0,12.987,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then They may have seen the car coming",1,,76,18,64,1,1,24,67,2,,42,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 11:43:12,2023-06-02 11:43:34,0,70.59.16.67,100,22,1,2023-06-02 11:43:34,R_Dpc5BHTtaCK9yxz,,,,,39.7301,-104.9078,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02 11:39:35,2023-06-02 11:44:50,0,136.37.26.178,100,314,1,2023-06-02 11:44:51,R_1Ksc22msBRvf1XM,,,,,39.0537,-94.5906,anonymous,EN,1,2,2,0,0,13.056,0,0,0,65.499,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, they might have seen Vehicle A coming fast and anticipated they would run the stopsign, and could speed up or slow down to try and avoid Vehicle A",1,,96,11,40,1,1,53,54,1,,37,5,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 11:45:42,2023-06-02 11:46:19,0,174.164.244.76,100,36,1,2023-06-02 11:46:19,R_tDQRSFEOsNEJuNP,,,,,47.1101,-122.775,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02 11:46:45,2023-06-02 11:47:04,0,167.224.254.155,100,19,1,2023-06-02 11:47:05,R_2PAO3w2qWbegkYS,,,,,36.0557,-94.1567,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02 11:43:24,2023-06-02 11:49:29,0,74.89.233.13,100,364,1,2023-06-02 11:49:29,R_2TzdAJIYGjO0Uq9,,,,,40.7095,-73.2966,anonymous,EN,1,2,2,0,0,14.23,0,0,0,27.85,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then the driver of Vehicle B might have been able to get out of the way of Vehicle A or have avoided a direct impact to the whole side of the vehicle",1,,100,90,40,1,1,28,40,2,,68,1,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 11:48:56,2023-06-02 11:53:16,0,24.241.57.207,100,259,1,2023-06-02 11:53:16,R_2tEg8e2tPB8JC7g,,,,,32.4596,-84.9486,anonymous,EN,1,2,2,0,0,17.128,0,0,0,11.213,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then the accident may not have happened as the driver would have seen that the car coming was not going to stop. The rules of the road for stopping at a stop sign are to look left, right and then left again to ensure it is safe to move forward. Also the driver may have seen that the car was not going to stop and would have applied the brakes. ",1,,60,50,71,1,1,30,50,2,,59,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 11:52:03,2023-06-02 11:54:34,0,136.228.52.11,100,151,1,2023-06-02 11:54:35,R_3QEQSB5wXn4jBmm,,,,,43.0761,-83.8473,anonymous,EN,1,2,2,0,0,22.084,0,0,0,11.244,0,The human failed to stop at the four way stop,2,1,33,35,81,2,2,74,62,2,,35,2,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 11:42:06,2023-06-02 11:56:38,0,24.47.207.54,100,871,1,2023-06-02 11:56:38,R_2u7GpNyc8ayQJ6p,,,,,40.6914,-73.3728,anonymous,EN,1,2,2,0,0,240.846,0,0,0,324.296,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they might have been able to take a moment of hesitation seeing Vehicle A coming down the road, and potentially avoided being hit.",1,,95,10,60,1,1,20,65,1,,34,3,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 11:51:14,2023-06-02 11:57:01,0,130.86.116.113,100,347,1,2023-06-02 11:57:02,R_3EFrtqNmc6FSybQ,,,,,38.4799,-121.4451,anonymous,EN,1,2,2,0,0,33.36,0,0,0,26.209,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they may have waited a more appropriate time at the stop sign and noticed that vehicle A was going to fast to stop at their designated stop sign. ",1,,100,0,60,1,1,60,75,1,,25,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 11:55:53,2023-06-02 11:58:27,0,96.249.154.38,100,153,1,2023-06-02 11:58:27,R_1hQpZl06l2eB4WS,,,,,40.2602,-76.8591,anonymous,EN,1,2,2,0,0,14.742,0,0,0,12.006,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then, nothing would have changed. Car A ran the stop sign and a human driver wouldn't have even seen it coming.",2,,100,0,0,1,1,17,50,1,,31,2,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 11:56:36,2023-06-02 12:00:11,0,184.56.44.129,100,214,1,2023-06-02 12:00:11,R_11ckprUpzziCX2Z,,,,,41.5696,-81.2096,anonymous,EN,1,2,2,5.243,25.519,25.923,3,1.506,5.257,11.36,3,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then their likely would have still been an accident. ",2,,85,10,10,1,1,16,95,2,,29,3,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 11:53:31,2023-06-02 12:00:15,0,76.182.186.63,100,404,1,2023-06-02 12:00:16,R_2qx5FqqSXhfnGO2,,,,,32.166,-80.7574,anonymous,EN,1,2,2,0,0,33.254,0,0,0,21.46,0,the driver would have stopped.,1,,0,100,100,1,1,0,45,2,,59,3,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 11:55:52,2023-06-02 12:00:34,0,76.143.49.11,100,281,1,2023-06-02 12:00:34,R_20Ouj4kE9WjOBuC,,,,,29.7646,-95.3657,anonymous,EN,1,2,2,0,0,19.035,0,0,0,12.177,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then maybe they would have been able to stop the car in time. But, Vehicle B had stopped and was driving when Vehicle A hit their car, because Vehicle B was already driving I doubt they would've even noticed Vehicle A coming right at them. Honestly, I believe either way there would have been an accident because of Vehicle A.",2,,100,0,30,1,1,60,50,2,,33,3,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 11:43:35,2023-06-02 12:03:01,0,69.206.90.111,100,1166,1,2023-06-02 12:03:02,R_1C74GBmKyg0tHH1,,,,,41.3786,-74.6691,anonymous,EN,1,2,2,1.603,18.343,19.088,6,0.981,0.981,43.958,1,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they would have been more aware.",1,,21,23,83,1,1,19,70,1,,,1,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 11:52:45,2023-06-02 12:03:25,0,75.106.136.109,100,640,1,2023-06-02 12:03:26,R_1MS45TEaOCVXxlh,,,,,34.5528,-92.8317,anonymous,EN,1,2,2,8.687,24.151,33.458,2,3.022,3.022,14.603,1,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they might have noticed vehicle A not slowing down to stop and been able to stop their car before being hit.",1,,100,0,20,1,1,15,50,2,,30,4,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 12:08:29,2023-06-02 12:12:08,0,192.189.129.23,100,219,1,2023-06-02 12:12:09,R_2eXup52mvb2qwoq,,,,,40.772,-89.6572,anonymous,EN,1,2,2,12.956,12.956,13.985,1,0,0,11.634,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they might have been able to swerve and miss being hit by the driver of vehicle A.",1,,100,19,62,1,1,50,50,1,,52,4,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 12:09:01,2023-06-02 12:12:34,0,107.194.104.215,100,213,1,2023-06-02 12:12:35,R_3elftX0mKcwRiWZ,,,,,32.749,-96.4629,anonymous,EN,1,2,2,0,0,22.753,0,0,0,10.961,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they may have noticed Vehicle A not slowing down at the stop sign and could have been more cautious to avoid an accident.",1,,99,60,40,1,1,25,50,1,,26,4,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 12:10:32,2023-06-02 12:13:34,0,24.21.102.102,100,182,1,2023-06-02 12:13:35,R_1hyiXSCedUgHRkQ,,,,,45.5288,-122.6821,anonymous,EN,1,2,2,5.554,5.554,21.199,1,0,0,13.821,0,They may have been paying closer attention to the road and been able to brake in time to avoid the accident.,1,,100,0,60,1,1,0,70,2,,33,3,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 12:11:52,2023-06-02 12:14:20,0,134.215.27.207,100,147,1,2023-06-02 12:14:21,R_3qX6RNH3ap6H4zb,,,,,36.1868,-86.5067,anonymous,EN,1,2,2,0,0,26.676,0,0,0,17.355,0,they might have waited to see if Vehicle A would stop like they should.,1,,100,0,5,1,1,55,25,1,,38,4,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 12:12:26,2023-06-02 12:18:13,0,24.194.157.74,100,346,1,2023-06-02 12:18:13,R_SCARcyih2fMUTSN,,,,,42.938,-74.1853,anonymous,EN,1,2,2,1.002,1.002,34.744,1,0,0,14.953,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they might have seen vehicle A not coming to a stop.",1,,100,0,50,1,1,0,0,2,,28,3,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 12:13:03,2023-06-02 12:20:07,0,174.218.18.65,100,424,1,2023-06-02 12:20:08,R_2COgYjJL0wj22y5,,,,,33.3874,-112.0998,anonymous,EN,1,2,2,0,0,32.996,0,0,0,17.95,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then this accident might have been avoided. There is no substitute for situational human awareness, at least not yet.",1,,100,75,100,1,1,50,60,1,,63,3,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 12:19:57,2023-06-02 12:23:54,0,216.57.113.4,100,236,1,2023-06-02 12:23:54,R_3hhkzi2KK0XSeNh,,,,,44.1968,-72.4976,anonymous,EN,1,2,2,18.628,30.64,32.473,2,1.218,22.47,24.391,3,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then the human could have waited for car A to make a complete stop before going into the intersection. ",1,,100,20,100,1,1,0,50,2,,32,3,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 12:20:45,2023-06-02 12:24:39,0,45.18.44.132,100,233,1,2023-06-02 12:24:39,R_2SeIGEPQosNOzUU,,,,,33.7672,-86.8117,anonymous,EN,1,2,2,0,0,28.238,0,0,0,11.195,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then the occupant would have been able to avoid the crash.",1,,100,30,13,1,1,3,70,2,,38,2,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 12:23:30,2023-06-02 12:25:42,0,76.119.137.61,100,132,1,2023-06-02 12:25:43,R_3M520kKrHUFzkDc,,,,,41.2929,-72.526,anonymous,EN,1,2,2,0,0,24.909,0,0,0,11.116,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they could have possibly reacted better",1,,100,31,50,1,1,4,55,2,,29,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 12:20:54,2023-06-02 12:26:23,0,172.59.221.228,100,329,1,2023-06-02 12:26:24,R_25zPx1zesy3dWus,,,,,35.2296,-80.843,anonymous,EN,1,2,2,0,0,47.9,0,0,0,13.029,0,HE WOULD POSSIBLY BE ABLE TO SWERVE OR STOP BEFORE COLLISION,1,,100,12,50,1,1,10,50,1,,66,3,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 12:27:04,2023-06-02 12:29:16,0,162.221.246.15,100,131,1,2023-06-02 12:29:16,R_2wFAjM7WvPf2tcb,,,,,21.3195,-157.8525,anonymous,EN,1,2,2,0,0,15.91,0,0,0,10.896,0,"If only the autonomous vehicle could see wider, it would then know there was A coming quickly.",1,,100,0,10,1,1,54,71,1,,38,4,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 12:26:46,2023-06-02 12:30:09,0,209.249.196.2,100,203,1,2023-06-02 12:30:10,R_WkDqMU3sIVIjntn,,,,,40.7428,-73.9712,anonymous,EN,1,2,2,0,0,17.089,0,0,0,11.5,0,"Watching the video, things would not have been different as VA did not stop for any length of time to see that things were clear.",2,,100,0,0,1,1,73,50,1,,65,4,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 12:42:19,2023-06-02 12:47:00,0,65.131.222.152,100,281,1,2023-06-02 12:47:01,R_3Ic8cSPy4dqUVAl,,,,,41.4296,-82.2047,anonymous,EN,1,2,2,0,0,24.577,0,0,0,11.902,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they could have used the breaks when they realized Vehicle A was not stopping.",1,,100,75,100,1,1,0,65,2,,,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 12:39:40,2023-06-02 12:49:44,0,24.14.82.205,100,603,1,2023-06-02 12:49:45,R_1LOqfKffUBeRXfy,,,,,41.7579,-88.2934,anonymous,EN,1,2,2,0,0,81.159,0,0,0,14.969,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they probably would have waited at the stop sign as they could see that Vehicle A was approaching way to fast and appeared that they may run the stop sign or had Vehicle B started through the intersection and then saw that Vehicle A was approaching to fast and would probably run the stop sign the occupant in Vehicle B could have stepped on the gas to try to remove the car very quickly out of the intersection to possibly avoid being hit by Vehicle A.",1,,95,100,0,1,1,50,50,2,,64,1,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 12:45:25,2023-06-02 12:50:04,0,71.183.43.86,100,279,1,2023-06-02 12:50:04,R_3r0YNP3GAENxiVd,,,,,40.7135,-73.3546,anonymous,EN,1,2,2,8.2,18.457,19.801,2,11.46,11.46,11.494,1,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then maybe they would have stopped because they would not have trusted the other car to stop at the stop sign.",1,,100,5,15,1,1,40,60,2,,33,6,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 12:44:33,2023-06-02 12:50:15,0,76.33.89.9,100,342,1,2023-06-02 12:50:16,R_3huvFrARUE2FPbH,,,,,33.5631,-117.2738,anonymous,EN,1,2,2,0,0,35.863,0,0,0,11.892,0,"The person could have maybe seen vehicle A flying down the street, and then made a safe judgment to waitan accident. The computer cannot make those types of judgements. and avoid ",1,,100,0,50,1,1,10,50,1,,39,2,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 12:42:09,2023-06-02 12:52:20,0,108.167.25.50,100,611,1,2023-06-02 12:52:20,R_1mg8rcAnXzszT0O,,,,,40.8514,-96.7139,anonymous,EN,1,2,2,0,0,46.287,0,0,0,12.278,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then the person would have waited to see if Vehicle A was slowing down for the stop sign. ",1,,100,75,86,1,1,10,46,2,,53,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 12:49:25,2023-06-02 12:54:02,0,98.234.144.169,100,276,1,2023-06-02 12:54:02,R_Q3nNGbS0apa2nlv,,,,,37.7958,-122.4203,anonymous,EN,1,2,2,0,0,32.404,0,0,0,11.552,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then he can stop faster and not get into accident as he can see the fast car coming when he looks left and right. He is likely to not get into the accident.",1,,78,68,74,1,1,0,19,1,,46,4,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 12:54:24,2023-06-02 12:58:10,0,108.92.163.193,100,226,1,2023-06-02 12:58:11,R_BzzezVEC0zjggAV,,,,,34.0344,-84.6002,anonymous,EN,1,2,2,0,0,26.929,0,0,0,11.918,0,they would have seen Vehicle A approaching and proceeded with more caution through the intersection.,1,,97,75,80,1,1,55,60,2,,45,1,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 12:55:07,2023-06-02 12:58:44,0,70.162.170.16,100,216,1,2023-06-02 12:58:45,R_3D2aaCwcpKNfMQd,,,,,33.2727,-111.8278,anonymous,EN,1,2,2,0,0,33.226,0,0,0,15.689,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then he could have hit the brakes",1,,100,0,0,1,1,17,18,2,,37,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 12:46:08,2023-06-02 13:00:10,0,107.128.42.130,100,841,1,2023-06-02 13:00:10,R_A1hbYWNkpRSPtM5,,,,,34.1563,-118.0868,anonymous,EN,1,2,2,15.264,15.264,17.102,1,0,0,17.181,0,I think that the passenger of the Autonomous vehicle B may have been able to stop the vehicle he/she was in by being able to observe that the person in vehicle A was not stopping at the stop sign.,1,,100,42,70,1,1,14,70,2,,45,3,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 12:58:08,2023-06-02 13:01:31,0,173.27.112.133,100,203,1,2023-06-02 13:01:32,R_3NyppLvmNGbZ0fb,,,,,38.3456,-122.6919,anonymous,EN,1,2,2,0,0,17.507,0,0,0,12.64,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they might have been able to either step on the brakes sooner, or swerve away from the oncoming vehicle.",1,,100,73,47,1,1,71,67,2,,29,5,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 12:56:14,2023-06-02 13:02:02,0,73.140.204.215,100,348,1,2023-06-02 13:02:03,R_12l2v5gTI64d8T0,,,,,48.0589,-122.1579,anonymous,EN,1,2,2,0,0,39.642,0,0,0,13.747,0,"If the human occupant of vehicle B had been driving a regular vehicle instead, then he could have stopped or avoided the other vehicle when it ran the stop sigh, so he wouldn't have been injured. Then he would have been able to drive away without having an accident. ",1,,100,40,55,1,1,10,48,2,,50,3,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 12:59:50,2023-06-02 13:03:20,0,71.13.63.81,100,209,1,2023-06-02 13:03:20,R_2fff1vwxgs3Dzdd,,,,,44.7603,-85.618,anonymous,EN,1,2,2,0,0,45.896,0,0,0,11.329,0,a human occupant would have stopped completely and seen the vehicle A and then proceeded when it was clear. ,1,,99,96,99,1,2,7,75,2,,51,3,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 13:00:44,2023-06-02 13:04:40,0,134.215.83.254,100,235,1,2023-06-02 13:04:40,R_28CnxjcEfUdAZaW,,,,,30.7968,-81.7051,anonymous,EN,1,2,2,0,0,14.714,0,0,0,14.5,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then might have waited till the other vehicle fully stopped before pulling out.",1,,100,25,55,1,1,40,40,1,,30,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 13:03:57,2023-06-02 13:08:24,0,128.118.7.110,100,266,1,2023-06-02 13:08:25,R_2rveZSZpfBUuVHV,,,,,40.7957,-77.8618,anonymous,EN,1,2,2,0,0,31.33,0,0,0,11.347,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then the driver could have seen that vehicle A was not slowing down, so they could have sped up or stopped so that there wasn't an accident.",1,,100,30,17,1,1,20,84,2,,35,5,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 13:04:27,2023-06-02 13:08:46,0,47.148.146.173,100,258,1,2023-06-02 13:08:47,R_2EAjRd7Ym8baTJl,,,,,34.0765,-117.628,anonymous,EN,1,2,2,1.541,44.374,45.894,4,0,0,12.575,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they could have used their instincts to break suddenly and maybe avoid the collision.",1,,100,21,70,1,1,19,64,2,,36,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 13:03:12,2023-06-02 13:09:56,0,199.36.252.174,100,404,1,2023-06-02 13:09:56,R_2c0lZhmJV1jqcV4,,,,,47.6222,-122.52,anonymous,EN,1,2,2,41.69,41.69,73.03,1,0,0,12.044,0,The human occupant of Vehicle B might have had a greater awareness to recognize that Vehicle A was going to run the stop sign and might have been able to stop the collision from happening.,1,,100,0,50,1,1,61,61,2,,44,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 13:07:25,2023-06-02 13:12:07,0,64.233.147.34,100,282,1,2023-06-02 13:12:08,R_3xzf4yakLvuNk41,,,,,35.4846,-93.4989,anonymous,EN,1,2,2,0,0,30.462,0,0,0,11.036,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they might have seen that car A wasn't stopping at the stop sign, so they might could have stopped and prevented the accident.",1,,92,50,76,1,1,27,50,2,,53,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 13:13:19,2023-06-02 13:18:44,0,98.113.143.193,100,324,1,2023-06-02 13:18:44,R_21bIvWcD61hBmtK,,,,,40.8703,-73.8525,anonymous,EN,1,2,2,0,0,37.163,0,0,0,13.868,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then he might have saw Vehicle A run the stop sign and would have braked right away.",1,,100,76,0,1,1,55,65,1,,19,1,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 13:15:50,2023-06-02 13:20:03,0,97.119.141.208,100,253,1,2023-06-02 13:20:04,R_3noUGjzOAK7bMc2,,,,,41.2648,-96.0001,anonymous,EN,1,2,2,2.877,15.499,18.017,2,0,0,12.474,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they may have been able to see vehicle A and speed up or slow down to avoid the collision. ",1,,100,100,61,1,1,50,70,2,,29,2,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 13:21:48,2023-06-02 13:26:33,0,63.247.1.243,100,284,1,2023-06-02 13:26:33,R_1gUgvbHFA6As58U,,,,,34.0526,-118.2122,anonymous,EN,1,2,2,6.459,21.412,22.065,3,2.187,2.187,11.646,1,"if the human occupant of vehicle B had been driving a regular vehicle instead, then there would have been no accident",1,,77,5,23,2,1,26,65,1,,25,4,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 13:26:11,2023-06-02 13:29:04,0,152.117.93.158,100,173,1,2023-06-02 13:29:05,R_27DSbUC37m2lObQ,,,,,39.4815,-86.0615,anonymous,EN,1,2,2,0,0,10.71,0,0,0,11.296,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they would have likely noticed that the driver of Vehicle A was not slowing down to stop at the stop sign.",1,,100,60,70,1,1,30,80,2,,48,3,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 13:26:55,2023-06-02 13:31:10,0,24.130.19.9,100,254,1,2023-06-02 13:31:10,R_1eY0rvQlNTdMWje,,,,,37.1835,-121.7714,anonymous,EN,1,2,2,6.804,7.337,22.962,2,0,0,17.007,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they could have stopped or sped up when they saw that Vehicle A had sped through the stop sign  ",1,,81,71,61,1,1,47,29,2,,22,3,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 13:25:17,2023-06-02 13:34:44,0,70.62.128.234,100,567,1,2023-06-02 13:34:45,R_33eRzXz0o6h1A5l,,,,,41.377,-81.6588,anonymous,EN,1,2,2,31.158,31.158,46.886,1,0,0,15.205,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they could have waited until it was obvious the other vehicle was slowing to stop before they entered the intersection, or they could have maneuvered the vehicle to avoid or minimize the impact. ",1,,70,60,0,1,1,50,60,2,,63,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 13:30:23,2023-06-02 13:35:41,0,64.183.42.239,100,317,1,2023-06-02 13:35:42,R_aW4p9lYSfbY5VQd,,,,,34.0587,-118.2781,anonymous,EN,1,2,2,0,0,35.492,0,0,0,12.525,0,"There would have been situational awareness on the driver, because they are actually operating the vehicle.",1,,0,0,100,1,1,0,78,1,,35,1,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
