StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,av_trust_1_1,av_trust_2_1,av_trust_3_1,av_trust_4_1,av_trust_5_1,Q219_First Click,Q219_Last Click,Q219_Page Submit,Q219_Click Count,vA_sue_AV_1,vB_mnfctr_sue_AV_1,vA_cntrfctl_AV_1,vB_cntrfctl_AV_1,avoid_AV_1,Q220_First Click,Q220_Last Click,Q220_Page Submit,Q220_Click Count,vA_sue_1,vB_mnfctr_sue_1,vB_driver_sue_1,vA_cntrfctl_1,vB_cntrfctl_1,avoid_1,comp1,comp_accident,cruise_familiarity,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,FL_4_DO,trust_scale_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO
2024-05-06 09:06:09,2024-05-06 09:06:09,2,,100,0,1,2024-05-06 09:06:09,R_e3eowZaOOFx7EDs,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:09,2024-05-06 09:06:09,2,,100,0,1,2024-05-06 09:06:09,R_a35nbx1Qwt6sz42,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:09,2024-05-06 09:06:09,2,,100,0,1,2024-05-06 09:06:10,R_8vnk69aOSepElRI,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:10,2024-05-06 09:06:10,2,,100,0,1,2024-05-06 09:06:10,R_bHkut1lTihPxSDk,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:10,2024-05-06 09:06:10,2,,100,0,1,2024-05-06 09:06:10,R_1XDIaGQFTkvEwei,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:10,2024-05-06 09:06:10,2,,100,0,1,2024-05-06 09:06:10,R_e40aKhsKQ1jOKtE,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:10,2024-05-06 09:06:10,2,,100,0,1,2024-05-06 09:06:11,R_5pykDF7QWSQv31k,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:11,2024-05-06 09:06:11,2,,100,0,1,2024-05-06 09:06:11,R_d6YSsWoRdeZKcwm,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:11,2024-05-06 09:06:11,2,,100,0,1,2024-05-06 09:06:11,R_9KRdrZcA2eCikiG,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:11,2024-05-06 09:06:11,2,,100,0,1,2024-05-06 09:06:11,R_ekXKx5bO6xSX6CO,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:11,2024-05-06 09:06:11,2,,100,0,1,2024-05-06 09:06:11,R_ac96UG3qwpbGf7U,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:12,2024-05-06 09:06:12,2,,100,0,1,2024-05-06 09:06:12,R_1NtOmZyHLtn2IzY,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:12,2024-05-06 09:06:12,2,,100,0,1,2024-05-06 09:06:12,R_5hTMFeVmPwzhW4u,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:12,2024-05-06 09:06:12,2,,100,0,1,2024-05-06 09:06:12,R_3rcc9NDDlCG5bYW,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:12,2024-05-06 09:06:12,2,,100,0,1,2024-05-06 09:06:12,R_ehW38KDZLsKik8m,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:13,2024-05-06 09:06:13,2,,100,0,1,2024-05-06 09:06:13,R_9zC1nP5Wjx5TwQm,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:13,2024-05-06 09:06:13,2,,100,0,1,2024-05-06 09:06:13,R_eqB7KpVEFPtJBmS,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:13,2024-05-06 09:06:13,2,,100,0,1,2024-05-06 09:06:13,R_9zR2DSSRqFguG7s,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:13,2024-05-06 09:06:13,2,,100,0,1,2024-05-06 09:06:13,R_6Stjs5bIXcPxefA,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:14,2024-05-06 09:06:14,2,,100,0,1,2024-05-06 09:06:14,R_4UaM5VJZDIhmrZk,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:14,2024-05-06 09:06:14,2,,100,0,1,2024-05-06 09:06:14,R_eeTEWTfNLMZsqwe,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:14,2024-05-06 09:06:14,2,,100,0,1,2024-05-06 09:06:14,R_55Ui0ZmXB6tEd2C,,,,,,,test,,1,2,2,57,29,20,72,70,,,,,,,,,,3.26,8.51,6.53,29,67,43,16,9,16,73,3,2,2,65,1,,Velit. Tortor amet quis. Suspendisse platea curabitur et mi curabitur ab. Imperdiet.,6,,FL_40,Q241|av_trust_4|av_trust_1|av_trust_5|av_trust_2|av_trust_3,,,Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue,Q71|vA_cntrfctl|avoid|vB_cntrfctl
2024-05-06 09:06:14,2024-05-06 09:06:14,2,,100,0,1,2024-05-06 09:06:15,R_5pXshozxWuI13uu,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:15,2024-05-06 09:06:15,2,,100,0,1,2024-05-06 09:06:15,R_0Te4oacE6H8FUhg,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:15,2024-05-06 09:06:15,2,,100,0,1,2024-05-06 09:06:15,R_8krj4N5VrHg3WrI,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:15,2024-05-06 09:06:15,2,,100,0,1,2024-05-06 09:06:15,R_cOclu7Rsw1y0PYi,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:15,2024-05-06 09:06:15,2,,100,0,1,2024-05-06 09:06:16,R_73PvP6StSBVMKGi,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:16,2024-05-06 09:06:16,2,,100,0,1,2024-05-06 09:06:16,R_d5z6jWjKSHxOvKC,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:16,2024-05-06 09:06:16,2,,100,0,1,2024-05-06 09:06:16,R_1L0KsC7rQzkUiLs,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:16,2024-05-06 09:06:16,2,,100,0,1,2024-05-06 09:06:16,R_0BZXKDHtOdWva0S,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:16,2024-05-06 09:06:16,2,,100,0,1,2024-05-06 09:06:17,R_aV6tLfqA3qrx6FU,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:17,2024-05-06 09:06:17,2,,100,0,1,2024-05-06 09:06:17,R_5nVCgidY6tmm8Mm,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:17,2024-05-06 09:06:17,2,,100,0,1,2024-05-06 09:06:17,R_3h2UhrW5TSNTVzM,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:17,2024-05-06 09:06:17,2,,100,0,1,2024-05-06 09:06:17,R_8922CyVPKs4IebA,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:17,2024-05-06 09:06:17,2,,100,0,1,2024-05-06 09:06:17,R_7NwA2si89qPLp1c,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:18,2024-05-06 09:06:18,2,,100,0,1,2024-05-06 09:06:18,R_6z2OYTUkDAwxiN8,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:18,2024-05-06 09:06:18,2,,100,0,1,2024-05-06 09:06:18,R_bIZ3PLkKPe83hjw,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:18,2024-05-06 09:06:18,2,,100,0,1,2024-05-06 09:06:18,R_5BaOFsBpfi2mMdg,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:18,2024-05-06 09:06:18,2,,100,0,1,2024-05-06 09:06:18,R_9AkGlpQKJfPa2xw,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:18,2024-05-06 09:06:19,2,,100,1,1,2024-05-06 09:06:19,R_bf1SYAUzBf8rO8C,,,,,,,test,,1,2,2,3,55,47,58,30,,,,,,,,,,1.78,7.15,8.41,17,0,48,99,0,61,43,3,2,2,39,1,,Quis rutrum magna vivamus vulputate vestibulum atque tincidunt primis non.,2,,FL_40,Q241|av_trust_3|av_trust_1|av_trust_5|av_trust_2|av_trust_4,,,Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue,Q71|avoid|vB_cntrfctl|vA_cntrfctl
2024-05-06 09:06:19,2024-05-06 09:06:19,2,,100,0,1,2024-05-06 09:06:19,R_cOQTk3RE2OsU4FE,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:19,2024-05-06 09:06:19,2,,100,0,1,2024-05-06 09:06:19,R_6EYiMXuTCAuipdc,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:19,2024-05-06 09:06:19,2,,100,0,1,2024-05-06 09:06:20,R_6JYgFshDmH1U9ym,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:20,2024-05-06 09:06:20,2,,100,0,1,2024-05-06 09:06:20,R_9HzxKgiWaUAYgWW,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:20,2024-05-06 09:06:20,2,,100,0,1,2024-05-06 09:06:20,R_7adLSAfGYqnLBS6,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:20,2024-05-06 09:06:20,2,,100,0,1,2024-05-06 09:06:20,R_40cvspfyQG42bhI,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:20,2024-05-06 09:06:20,2,,100,0,1,2024-05-06 09:06:21,R_byjbohhTBeuccYK,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:21,2024-05-06 09:06:21,2,,100,0,1,2024-05-06 09:06:21,R_9B1VOGtPVuBNQAm,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:21,2024-05-06 09:06:21,2,,100,0,1,2024-05-06 09:06:21,R_6lngMmYk0RrkjUq,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:21,2024-05-06 09:06:21,2,,100,0,1,2024-05-06 09:06:21,R_9KoXdDZdoUDCoOG,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:21,2024-05-06 09:06:21,2,,100,0,1,2024-05-06 09:06:22,R_02umRQAtZJVNmRg,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:22,2024-05-06 09:06:22,2,,100,0,1,2024-05-06 09:06:22,R_4I8SYZ77sM1txKm,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:22,2024-05-06 09:06:22,2,,100,0,1,2024-05-06 09:06:22,R_0CE9WaAobHr9WIe,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:22,2024-05-06 09:06:22,2,,100,0,1,2024-05-06 09:06:22,R_d0C4VTuKj3aGHcy,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:22,2024-05-06 09:06:22,2,,100,0,1,2024-05-06 09:06:23,R_0d2Fu7ehcrFFXp4,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:23,2024-05-06 09:06:23,2,,100,0,1,2024-05-06 09:06:23,R_eKfAeRRuJ5qdjKu,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:23,2024-05-06 09:06:23,2,,100,0,1,2024-05-06 09:06:23,R_cTOtwp5cBwhnB0W,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:23,2024-05-06 09:06:23,2,,100,0,1,2024-05-06 09:06:23,R_9REQnl6UasaL40K,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:23,2024-05-06 09:06:23,2,,100,0,1,2024-05-06 09:06:24,R_0pJQjUkTtsNdqcK,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:24,2024-05-06 09:06:24,2,,100,0,1,2024-05-06 09:06:24,R_dmAUk8jSr6yRHy6,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:25,2024-05-06 09:06:25,2,,100,0,1,2024-05-06 09:06:25,R_5ouKgDi4bOToFaC,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:25,2024-05-06 09:06:25,2,,100,0,1,2024-05-06 09:06:25,R_5doo4FN8LlUj4dE,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:25,2024-05-06 09:06:25,2,,100,0,1,2024-05-06 09:06:25,R_9TghUSfNQu13UnY,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:25,2024-05-06 09:06:25,2,,100,0,1,2024-05-06 09:06:26,R_bsx5EaSzTULw60u,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:26,2024-05-06 09:06:26,2,,100,0,1,2024-05-06 09:06:26,R_2copDUTdggdIVDw,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:26,2024-05-06 09:06:26,2,,100,0,1,2024-05-06 09:06:26,R_doLduF0Xc3IMoHY,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:26,2024-05-06 09:06:26,2,,100,0,1,2024-05-06 09:06:26,R_2oANBVV6JDfqvCS,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:26,2024-05-06 09:06:27,2,,100,1,1,2024-05-06 09:06:27,R_9M3Woq5Xt17Eiua,,,,,,,test,,1,2,2,99,91,21,3,8,7.87,9.28,9.67,43,93,45,39,79,55,,,,,,,,,,,1,2,1,96,4,Justo egestas fringilla. Facilisis accumsan porta? Urna ridiculus augue malesuada luctus. Vulputate.,Convallis ut ullamcorper! Etiam donec neque eleifend vitae tincidunt sodales blandit.,7,,FL_39,Q241|av_trust_3|av_trust_1|av_trust_5|av_trust_4|av_trust_2,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2024-05-06 09:06:27,2024-05-06 09:06:27,2,,100,0,1,2024-05-06 09:06:27,R_43mV3nagkU0fXJc,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:27,2024-05-06 09:06:27,2,,100,0,1,2024-05-06 09:06:27,R_e9XPxszNva1QK58,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:27,2024-05-06 09:06:27,2,,100,0,1,2024-05-06 09:06:27,R_3dxM4iiHgjmpw4S,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:28,2024-05-06 09:06:28,2,,100,0,1,2024-05-06 09:06:28,R_3l6yOkQHy7mlrO6,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:28,2024-05-06 09:06:28,2,,100,0,1,2024-05-06 09:06:28,R_6Sh9PWcOhW8u2fI,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:28,2024-05-06 09:06:28,2,,100,0,1,2024-05-06 09:06:28,R_5BTyF2ZVIvpccXs,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:28,2024-05-06 09:06:28,2,,100,0,1,2024-05-06 09:06:28,R_266I3mdODQUBONE,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:29,2024-05-06 09:06:29,2,,100,0,1,2024-05-06 09:06:29,R_1U1ZKlhK62Wy5qS,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:29,2024-05-06 09:06:29,2,,100,0,1,2024-05-06 09:06:29,R_1FB2zOGfau87A1g,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:29,2024-05-06 09:06:29,2,,100,0,1,2024-05-06 09:06:29,R_e8WON4oiM2HszCm,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:29,2024-05-06 09:06:29,2,,100,0,1,2024-05-06 09:06:30,R_abCwhVRl57kHBVY,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:30,2024-05-06 09:06:30,2,,100,0,1,2024-05-06 09:06:30,R_8wYMfUM16AvuYce,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:30,2024-05-06 09:06:30,2,,100,0,1,2024-05-06 09:06:30,R_6lGgouTO5WTFo7I,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:30,2024-05-06 09:06:30,2,,100,0,1,2024-05-06 09:06:30,R_6hdtyJn16mygqxw,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:30,2024-05-06 09:06:30,2,,100,0,1,2024-05-06 09:06:30,R_5itcEgJ4qybo7l4,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:31,2024-05-06 09:06:31,2,,100,0,1,2024-05-06 09:06:31,R_diZSPLmuDiNmOfs,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:31,2024-05-06 09:06:31,2,,100,0,1,2024-05-06 09:06:31,R_eXUZbeIZFdZT8Fw,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:31,2024-05-06 09:06:31,2,,100,0,1,2024-05-06 09:06:31,R_e9Fry57fD62Wi9w,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:31,2024-05-06 09:06:31,2,,100,0,1,2024-05-06 09:06:32,R_1RiY99GA3cTFBCS,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:32,2024-05-06 09:06:32,2,,100,0,1,2024-05-06 09:06:32,R_0AKq62JsDJQwhrU,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:32,2024-05-06 09:06:32,2,,100,0,1,2024-05-06 09:06:32,R_000pg0Bsvg37VEq,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:32,2024-05-06 09:06:32,2,,100,0,1,2024-05-06 09:06:32,R_802CRsklQLF3b8O,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:32,2024-05-06 09:06:32,2,,100,0,1,2024-05-06 09:06:33,R_cwD6Lz1VbGQzDYq,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:33,2024-05-06 09:06:33,2,,100,0,1,2024-05-06 09:06:33,R_aWxbEYSjaTREk3I,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:33,2024-05-06 09:06:33,2,,100,0,1,2024-05-06 09:06:33,R_3UUuWX3P8ArWfdA,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:33,2024-05-06 09:06:33,2,,100,0,1,2024-05-06 09:06:33,R_3Pi1Bhe73M1upM2,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:33,2024-05-06 09:06:33,2,,100,0,1,2024-05-06 09:06:34,R_79x6yUIZdiv6MyG,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:34,2024-05-06 09:06:34,2,,100,0,1,2024-05-06 09:06:34,R_2lYki6LzMfVsqYC,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:34,2024-05-06 09:06:34,2,,100,0,1,2024-05-06 09:06:34,R_9ueIL1gJtTckJfg,,,,,,,test,,1,2,2,22,80,7,22,1,,,,,,,,,,6.99,8.84,7.3,21,18,72,36,51,73,82,1,2,1,77,3,,Wisi imperdiet nullam iaculis vehicula felis risus sed duis ante scelerisque accumsan ridiculus.,8,"Commodo elementum at odio mi scelerisque. Lorem mi fusce! Mi at arcu, per.",FL_40,Q241|av_trust_3|av_trust_5|av_trust_4|av_trust_2|av_trust_1,,,Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue,Q71|vB_cntrfctl|avoid|vA_cntrfctl
2024-05-06 09:06:34,2024-05-06 09:06:34,2,,100,0,1,2024-05-06 09:06:34,R_0p1ycdDbElortL8,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:35,2024-05-06 09:06:35,2,,100,0,1,2024-05-06 09:06:35,R_b9qcZ8cNOVoAiwu,,,,,,,test,,1,2,2,35,87,27,45,56,6.96,8.12,9.46,23,4,47,0,89,63,,,,,,,,,,,1,1,1,89,1,,Quam natoque. Sed a magnis massa consequat pede accumsan per nunc! Tempora.,1,,FL_39,Q241|av_trust_4|av_trust_3|av_trust_1|av_trust_2|av_trust_5,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV,,
2024-05-06 09:06:35,2024-05-06 09:06:35,2,,100,0,1,2024-05-06 09:06:35,R_7WJD1r17h9FnWcu,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:35,2024-05-06 09:06:35,2,,100,0,1,2024-05-06 09:06:35,R_bQu9ZbtZrlQF4UK,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:35,2024-05-06 09:06:35,2,,100,0,1,2024-05-06 09:06:36,R_3qQ2b3Q16apRjTw,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:36,2024-05-06 09:06:36,2,,100,0,1,2024-05-06 09:06:36,R_9StI7QBInBJJT4a,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:36,2024-05-06 09:06:36,2,,100,0,1,2024-05-06 09:06:36,R_bBNILWeP8WeI16K,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:36,2024-05-06 09:06:36,2,,100,0,1,2024-05-06 09:06:36,R_3fqIBFPgezU0UZw,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:36,2024-05-06 09:06:37,2,,100,1,1,2024-05-06 09:06:37,R_eSfelgO7IeSLbLM,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
