StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_liable_AV_1,vB_mnfctr_liable_AV_1,vA_cntrfctl_AV_1,vB_cntrfctl_AV_1,avoid_AV_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_liable_1,vB_driver_liable_1,vB_mnfctr_liable_1,vA_cntrfctl_1,vB_cntrfctl_1,avoid_1,comp1,comp_accident,av_trust_1_1,av_trust_2_1,av_trust_3_1,av_trust_4_1,av_trust_5_1,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,FL_4_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO,trust_scale_DO
2023-04-03 15:15:50,2023-04-03 15:15:50,2,,100,0,1,2023-04-03 15:15:50,R_3PG3deO0nVEFybY,,,,,,,test,,1,2,2,3.9,7.83,6.23,50,2.51,9.64,7.58,7,37,76,39,52,8,,,,,,,,,,,,,,,2,1,22,93,36,58,98,91,1,,Laoreet ullamcorper pretium a nulla tempor pharetra euismod. Ipsum? Accumsan.,2,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_3|av_trust_2|av_trust_4|av_trust_1|av_trust_5
2023-04-03 15:15:50,2023-04-03 15:15:50,2,,100,0,1,2023-04-03 15:15:50,R_6zHiulFZg3sTLdY,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:50,2023-04-03 15:15:51,2,,100,1,1,2023-04-03 15:15:51,R_0VD34jsJIM2llNs,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:51,2023-04-03 15:15:51,2,,100,0,1,2023-04-03 15:15:51,R_6lHu7AQnJo7R92u,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:51,2023-04-03 15:15:51,2,,100,0,1,2023-04-03 15:15:51,R_eyg2KWb58JjHTb8,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:51,2023-04-03 15:15:51,2,,100,0,1,2023-04-03 15:15:52,R_bOEfIw8QMSBRtga,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:52,2023-04-03 15:15:52,2,,100,0,1,2023-04-03 15:15:52,R_5jWl3Do6HQ84mOO,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:52,2023-04-03 15:15:52,2,,100,0,1,2023-04-03 15:15:52,R_026t46k6JjanMIm,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:52,2023-04-03 15:15:52,2,,100,0,1,2023-04-03 15:15:53,R_bJWLSCFZvNU2iqy,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:53,2023-04-03 15:15:53,2,,100,0,1,2023-04-03 15:15:53,R_5gLTSFqvdntxf1A,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:53,2023-04-03 15:15:53,2,,100,0,1,2023-04-03 15:15:53,R_4Oxymgv3wAZwptc,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:53,2023-04-03 15:15:53,2,,100,0,1,2023-04-03 15:15:53,R_6tcVYumLCgCWkmi,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:54,2023-04-03 15:15:54,2,,100,0,1,2023-04-03 15:15:54,R_5vitsfa8uTXof66,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:54,2023-04-03 15:15:54,2,,100,0,1,2023-04-03 15:15:54,R_1zECOpHAkjc4Ny6,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:54,2023-04-03 15:15:54,2,,100,0,1,2023-04-03 15:15:54,R_3KIkBh0D1zA9KOq,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:55,2023-04-03 15:15:55,2,,100,0,1,2023-04-03 15:15:55,R_6SfQ2XaJXJKUgpU,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:55,2023-04-03 15:15:55,2,,100,0,1,2023-04-03 15:15:55,R_4OefgEF7mlqP3wi,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:55,2023-04-03 15:15:55,2,,100,0,1,2023-04-03 15:15:56,R_cAs0BD1avrxZoyy,,,,,,,test,,1,2,2,,,,,,,,,,,,,,8.96,9.69,9.25,17,4.91,7.23,5.84,11,83,33,18,9,52,13,1,2,73,22,69,57,74,44,3,,"Dui vitae. Temporibus, non. Lacus pede nec erat nunc aliquam.",1,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_5|av_trust_4|av_trust_1|av_trust_2|av_trust_3
2023-04-03 15:15:56,2023-04-03 15:15:56,2,,100,0,1,2023-04-03 15:15:56,R_3gRbjyqBtmSHT5I,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:56,2023-04-03 15:15:56,2,,100,0,1,2023-04-03 15:15:56,R_2hllL6em9p7GHCC,,,,,,,test,,1,2,2,2.95,7.4,8.89,3,5.36,7.9,8.22,50,56,98,100,53,29,,,,,,,,,,,,,,,1,1,48,26,90,80,48,39,1,,"Arcu arcu elementum, dui euismod auctor posuere facilisis enim? Per facilisi. Eleifend. Montes accusamus. Viverra.",4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_3|av_trust_1|av_trust_4|av_trust_2|av_trust_5
2023-04-03 15:15:56,2023-04-03 15:15:57,2,,100,1,1,2023-04-03 15:15:57,R_3kG8fxR9pNCDfOC,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:57,2023-04-03 15:15:57,2,,100,0,1,2023-04-03 15:15:57,R_2snFiekSkTZYwQu,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:57,2023-04-03 15:15:57,2,,100,0,1,2023-04-03 15:15:57,R_7NvA8pWhuRZxUtU,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:57,2023-04-03 15:15:57,2,,100,0,1,2023-04-03 15:15:58,R_0N9GljCwCFb3VPg,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:58,2023-04-03 15:15:58,2,,100,0,1,2023-04-03 15:15:58,R_6xQ51c6WilTVbn0,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:58,2023-04-03 15:15:58,2,,100,0,1,2023-04-03 15:15:58,R_80nmrXpFnroT3vg,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:28,2023-04-03 15:21:28,2,,100,0,1,2023-04-03 15:21:28,R_3OW4A6IYbdCwSZE,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:28,2023-04-03 15:21:28,2,,100,0,1,2023-04-03 15:21:28,R_bd7WLUynnbxeYse,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:28,2023-04-03 15:21:28,2,,100,0,1,2023-04-03 15:21:28,R_1LBubXnX8c3betM,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:29,2023-04-03 15:21:29,2,,100,0,1,2023-04-03 15:21:29,R_09CcxOdHbCUcIB0,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:29,2023-04-03 15:21:29,2,,100,0,1,2023-04-03 15:21:29,R_6XNQsZvRCQeyHCm,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:29,2023-04-03 15:21:29,2,,100,0,1,2023-04-03 15:21:29,R_eX8aD1yFQvh1BVY,,,,,,,test,,1,2,2,,,,,,,,,,,,,,1.23,7.02,6.42,32,6.47,8.37,7.58,11,9,6,3,60,23,16,1,2,10,23,71,43,84,52,4,Bibendum! Nibh auctor. Nullam amet vivamus convallis ut maecenas! Lorem interdum erat placerat? Ante mattis.,"Suspendisse sagittis pharetra. Tempor elit. Curabitur euismod auctor ante odio interdum, nec gravida? Aliquam.",7,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_3|av_trust_2|av_trust_1|av_trust_5|av_trust_4
2023-04-03 15:21:30,2023-04-03 15:21:30,2,,100,0,1,2023-04-03 15:21:30,R_2n01nJwKr48Uyfs,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:30,2023-04-03 15:21:30,2,,100,0,1,2023-04-03 15:21:30,R_bvybmPYFG6KXXtc,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:30,2023-04-03 15:21:30,2,,100,0,1,2023-04-03 15:21:30,R_b4xqP5j1Y0KQklw,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:30,2023-04-03 15:21:30,2,,100,0,1,2023-04-03 15:21:30,R_0TBITqli7iVooLQ,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:31,2023-04-03 15:21:31,2,,100,0,1,2023-04-03 15:21:31,R_9ukvWo4tgIvYnAy,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:31,2023-04-03 15:21:31,2,,100,0,1,2023-04-03 15:21:31,R_85DUPvyArPum8PY,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:31,2023-04-03 15:21:31,2,,100,0,1,2023-04-03 15:21:31,R_byFkL7sRuPfzOoS,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:32,2023-04-03 15:21:32,2,,100,0,1,2023-04-03 15:21:32,R_cTlb3CMDJ2H2xHU,,,,,,,test,,1,2,2,7.28,7.56,7.67,26,9.28,9.65,9.43,2,52,83,22,42,63,,,,,,,,,,,,,,,2,2,4,21,44,87,51,27,3,,"Aliquam, temporibus vel augue arcu per id vitae etiam potenti lacus elementum integer vulputate.",3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_1|av_trust_2|av_trust_5|av_trust_3|av_trust_4
2023-04-03 15:21:32,2023-04-03 15:21:32,2,,100,0,1,2023-04-03 15:21:32,R_6Rnvu5R0e6UEw7k,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:32,2023-04-03 15:21:32,2,,100,0,1,2023-04-03 15:21:33,R_9RheZnbT2E6O9lY,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:33,2023-04-03 15:21:33,2,,100,0,1,2023-04-03 15:21:33,R_8G1odwpE6JJEBOC,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:33,2023-04-03 15:21:33,2,,100,0,1,2023-04-03 15:21:33,R_9nW63YuDrfGtwDY,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:33,2023-04-03 15:21:33,2,,100,0,1,2023-04-03 15:21:34,R_3m9W7gqsuWrFP3o,,,,,,,test,,1,2,2,,,,,,,,,,,,,,0.69,8.1,2.5,28,3.6,9.7,7.98,2,1,59,37,65,53,39,1,2,72,75,2,94,39,28,3,,Per vulputate phasellus. Tincidunt urna tincidunt scelerisque elementum rhoncus duis dictumst.,1,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_1|av_trust_5|av_trust_4|av_trust_2|av_trust_3
2023-04-03 15:21:34,2023-04-03 15:21:34,2,,100,0,1,2023-04-03 15:21:34,R_6VdfnMQAHqBTcJo,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:34,2023-04-03 15:21:34,2,,100,0,1,2023-04-03 15:21:34,R_9Es67nN2oGAUv6m,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:34,2023-04-03 15:21:34,2,,100,0,1,2023-04-03 15:21:34,R_ddnRmGWRLapXAZU,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:35,2023-04-03 15:21:35,2,,100,0,1,2023-04-03 15:21:35,R_09i4XH4an7WX1HM,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:35,2023-04-03 15:21:35,2,,100,0,1,2023-04-03 15:21:35,R_eVfw9wv7fldTnxQ,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:35,2023-04-03 15:21:35,2,,100,0,1,2023-04-03 15:21:35,R_0IXpdXYRdQ4fFDE,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:35,2023-04-03 15:21:35,2,,100,0,1,2023-04-03 15:21:36,R_0wBvfbsFC18SEoC,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:36,2023-04-03 15:21:36,2,,100,0,1,2023-04-03 15:21:36,R_eX6TaA9BACJDKpE,,,,,,,test,,1,2,2,9.63,9.78,9.73,49,3.86,9.17,7.32,34,71,71,77,62,27,,,,,,,,,,,,,,,1,1,59,32,0,57,10,78,3,,"Vestibulum non lacus, per tempora dapibus sed augue enim laoreet atque sapien.",5,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_3|av_trust_4|av_trust_2|av_trust_1|av_trust_5
2023-04-03 15:21:36,2023-04-03 15:21:36,2,,100,0,1,2023-04-03 15:21:36,R_dp8OV1Ey62lNFUa,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:36,2023-04-03 15:21:37,2,,100,1,1,2023-04-03 15:21:37,R_9FvWkR2Ddi269Mi,,,,,,,test,,1,2,2,,,,,,,,,,,,,,5.03,5.5,8.57,15,7.13,9.74,9.75,43,53,30,32,87,1,90,1,1,45,53,17,60,37,79,3,,Rhoncus tortor risus euismod metus tellus curabitur mi elit sed convallis.,3,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_2|av_trust_4|av_trust_3|av_trust_5|av_trust_1
2023-04-03 15:21:37,2023-04-03 15:21:37,2,,100,0,1,2023-04-03 15:21:37,R_0DjQtRQ4LtIEBkW,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:37,2023-04-03 15:21:37,2,,100,0,1,2023-04-03 15:21:37,R_2hNJoIiWHGdxxmC,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:37,2023-04-03 15:21:38,2,,100,1,1,2023-04-03 15:21:38,R_25nm8Y2tJb4w1aS,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:38,2023-04-03 15:21:38,2,,100,0,1,2023-04-03 15:21:38,R_bNTo9T3wc1NrgsC,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:38,2023-04-03 15:21:38,2,,100,0,1,2023-04-03 15:21:38,R_e5HFh40D5sdUSFM,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:38,2023-04-03 15:21:38,2,,100,0,1,2023-04-03 15:21:38,R_9nRh8ah3BDu546G,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:39,2023-04-03 15:21:39,2,,100,0,1,2023-04-03 15:21:39,R_3HJNeklTEVgaiRo,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:39,2023-04-03 15:21:39,2,,100,0,1,2023-04-03 15:21:39,R_4YPmy7Ty3cZOZZc,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:39,2023-04-03 15:21:39,2,,100,0,1,2023-04-03 15:21:39,R_6P8QGgBq4bNMyY6,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:40,2023-04-03 15:21:40,2,,100,0,1,2023-04-03 15:21:40,R_0iwjGQlUEWVux9Q,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:40,2023-04-03 15:21:40,2,,100,0,1,2023-04-03 15:21:40,R_1ETtwmjK5A1Qqjk,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:40,2023-04-03 15:21:40,2,,100,0,1,2023-04-03 15:21:40,R_e2NHH1Q2Edz3MRU,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:41,2023-04-03 15:21:41,2,,100,0,1,2023-04-03 15:21:41,R_4MA09GpkH4BQqVw,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:41,2023-04-03 15:21:41,2,,100,0,1,2023-04-03 15:21:41,R_4NM42WAEv7pn326,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:41,2023-04-03 15:21:41,2,,100,0,1,2023-04-03 15:21:41,R_3U8HQjw9HJbE40C,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:41,2023-04-03 15:21:41,2,,100,0,1,2023-04-03 15:21:41,R_3VE1vOZHA5nLJnE,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:42,2023-04-03 15:21:42,2,,100,0,1,2023-04-03 15:21:42,R_8J5RW7FGbcucPvU,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:42,2023-04-03 15:21:42,2,,100,0,1,2023-04-03 15:21:42,R_ezdDNjvjlMhqf0a,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:42,2023-04-03 15:21:42,2,,100,0,1,2023-04-03 15:21:42,R_bfiLhNvSbgeJgQS,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:42,2023-04-03 15:21:43,2,,100,1,1,2023-04-03 15:21:43,R_eRI20ML9RH8GG0e,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:43,2023-04-03 15:21:43,2,,100,0,1,2023-04-03 15:21:43,R_3Q4zf0zA6Lhwnhs,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:43,2023-04-03 15:21:43,2,,100,0,1,2023-04-03 15:21:43,R_4O5dAvewr6LMOgK,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:43,2023-04-03 15:21:43,2,,100,0,1,2023-04-03 15:21:44,R_2ogYyZEgFK78mSG,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:44,2023-04-03 15:21:44,2,,100,0,1,2023-04-03 15:21:44,R_9yHpa8ikrR5uVRc,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:44,2023-04-03 15:21:44,2,,100,0,1,2023-04-03 15:21:44,R_eznryQxKWNDN3Jc,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:44,2023-04-03 15:21:44,2,,100,0,1,2023-04-03 15:21:44,R_9oQrRk4yd97lZH0,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:45,2023-04-03 15:21:45,2,,100,0,1,2023-04-03 15:21:45,R_1H0RmtWBMLeyeHQ,,,,,,,test,,1,2,2,,,,,,,,,,,,,,1.16,3.65,4.17,27,3.37,9.89,4.03,4,2,16,45,67,93,88,2,1,87,62,81,0,22,57,1,,Nunc blandit quam odio. Fringilla nulla nullam duis? Nunc natoque maecenas curabitur scelerisque.,8,Ante? Sapien risus ab nec vitae tincidunt viverra justo leo.,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_3|av_trust_4|av_trust_2|av_trust_1|av_trust_5
2023-04-03 15:21:45,2023-04-03 15:21:45,2,,100,0,1,2023-04-03 15:21:45,R_cRTZaaCeY3cSNMO,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:45,2023-04-03 15:21:45,2,,100,0,1,2023-04-03 15:21:46,R_9QZioPgbA56ZLG6,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:46,2023-04-03 15:21:46,2,,100,0,1,2023-04-03 15:21:46,R_cYn7Q5rOp1hyyLY,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:46,2023-04-03 15:21:46,2,,100,0,1,2023-04-03 15:21:46,R_6DpJrhwzKcROxz8,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:46,2023-04-03 15:21:46,2,,100,0,1,2023-04-03 15:21:46,R_bIOvpt9nd9bl0nc,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:47,2023-04-03 15:21:47,2,,100,0,1,2023-04-03 15:21:47,R_82P3W7mZK1sDAua,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:47,2023-04-03 15:21:47,2,,100,0,1,2023-04-03 15:21:47,R_3n6ASRnfC6nWBbE,,,,,,,test,,1,2,2,4.67,7.24,4.75,14,6.47,8.37,7.1,25,42,11,8,57,93,,,,,,,,,,,,,,,1,1,32,80,17,82,60,11,1,,"Venenatis enim ante. Aliquet pretium, venenatis aliquam eleifend vivamus. Tincidunt scelerisque sit pharetra volutpat est.",6,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_2|av_trust_4|av_trust_5|av_trust_3|av_trust_1
2023-04-03 15:21:47,2023-04-03 15:21:47,2,,100,0,1,2023-04-03 15:21:48,R_cACgc4NPPXK33zo,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:21:48,2023-04-03 15:21:48,2,,100,0,1,2023-04-03 15:21:48,R_e9RHiOiEtNTKgZw,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
